gene	knum
gene_21199	K03805
gene_21200	K03804
gene_21201	K03803
gene_21202	K03802
gene_21203	K03801
gene_21204	K03800
gene_21205	K03799
gene_21206	K03798
gene_21207	K03797
gene_21208	K03796
gene_21209	K03795
gene_21210	K03794
gene_21211	K03793
gene_21212	K03792
gene_21213	K03791
gene_21214	K03790
gene_21215	K03789
gene_21216	K03788
gene_21217	K03787
gene_21218	K03786
gene_21219	K03785
gene_21220	K03784
gene_21221	K03783
gene_21222	K03782
gene_21223	K03781
gene_21224	K03780
gene_21225	K03779
gene_21226	K03778
gene_21227	K03777
gene_21228	K03776
gene_21229	K03775
gene_21230	K03774
gene_21231	K03773
gene_21232	K03772
gene_21233	K03771
gene_21234	K03770
gene_21235	K03769
gene_21236	K03768
gene_21237	K03767
gene_21238	K03766
gene_21239	K03765
gene_21240	K03764
gene_21241	K03763
gene_21242	K03762
gene_21243	K03761
gene_21244	K03760
gene_21245	K03759
gene_21246	K03758
gene_21247	K03757
gene_21248	K03756
gene_21249	K03755
gene_21250	K03754
gene_21251	K03753
gene_21252	K03752
gene_21253	K03750
gene_21254	K03749
gene_21255	K03748
gene_21256	K03747
gene_21257	K03746
gene_21258	K03745
gene_21259	K03744
gene_21260	K03743
gene_21261	K03742
gene_21262	K03741
gene_21263	K03740
gene_21264	K03739
gene_21265	K03738
gene_21266	K03737
gene_21267	K03736
gene_21268	K03735
gene_21269	K03734
gene_21270	K03733
gene_21271	K03732
gene_21272	K03731
gene_21273	K03730
gene_21274	K03729
gene_21275	K03728
gene_21276	K03727
gene_21277	K03726
gene_21278	K03725
gene_21279	K03724
gene_21280	K03723
gene_21281	K03722
gene_21282	K03721
gene_21283	K03720
gene_21284	K03719
gene_21285	K03718
gene_21286	K03717
gene_21287	K03716
gene_21288	K03715
gene_21289	K03714
gene_21290	K03713
gene_21291	K03712
gene_21292	K03711
gene_21293	K03710
gene_21294	K03709
gene_21295	K03708
gene_21296	K03707
gene_21297	K03706
gene_21298	K03705
gene_21299	K03704
gene_21300	K03703
gene_21301	K03702
gene_21302	K03701
gene_21303	K03700
gene_21304	K03699
gene_21305	K03698
gene_21306	K03697
gene_21307	K03696
gene_21308	K03695
gene_21309	K03694
gene_21310	K03693
gene_21311	K03692
gene_21312	K03691
gene_21313	K03690
gene_21314	K03689
gene_21315	K03688
gene_21316	K03687
gene_21317	K03686
gene_21318	K03685
gene_21319	K03684
gene_21320	K03683
gene_21321	K03681
gene_21322	K03680
gene_21323	K03679
gene_21324	K03678
gene_21325	K03676
gene_21326	K03675
gene_21327	K03674
gene_21328	K03673
gene_21329	K03672
gene_21330	K03671
gene_21331	K03670
gene_21332	K03669
gene_21333	K03668
gene_21334	K03667
gene_21335	K03666
gene_21336	K03665
gene_21337	K03664
gene_21338	K03663
gene_21339	K03662
gene_21340	K03661
gene_21341	K03660
gene_21342	K03658
gene_21343	K03657
gene_21344	K03656
gene_21345	K03655
gene_21346	K03654
gene_21347	K03653
gene_21348	K03652
gene_21349	K03651
gene_21350	K03650
gene_21351	K03649
gene_21352	K03648
gene_21353	K03647
gene_21354	K03646
gene_21355	K03645
gene_21356	K03644
gene_21357	K03643
gene_21358	K03642
gene_21359	K03641
gene_21360	K03640
gene_21361	K03639
gene_21362	K03638
gene_21363	K03637
gene_21364	K03636
gene_21365	K03635
gene_21366	K03634
gene_21367	K03633
gene_21368	K03632
gene_21369	K03631
gene_21370	K03630
gene_21371	K03629
gene_21372	K03628
gene_21373	K03627
gene_21374	K03626
gene_21375	K03625
gene_21376	K03624
gene_21377	K03623
gene_21378	K03622
gene_21379	K03621
gene_21380	K03620
gene_21381	K03619
gene_21382	K03618
gene_21383	K03617
gene_21384	K03616
gene_21385	K03615
gene_21386	K03614
gene_21387	K03613
gene_21388	K03612
gene_21389	K03611
gene_21390	K03610
gene_21391	K03609
gene_21392	K03608
gene_21393	K03607
gene_21394	K03606
gene_21395	K03605
gene_21396	K03604
gene_21397	K03603
gene_21398	K03602
gene_21399	K03601
gene_21400	K03600
gene_21401	K03599
gene_21402	K03598
gene_21403	K03597
gene_21404	K03596
gene_21405	K03595
gene_21406	K03594
gene_21407	K03593
gene_21408	K03592
gene_21409	K03591
gene_21410	K03590
gene_21411	K03589
gene_21412	K03588
gene_21413	K03587
gene_21414	K03586
gene_21415	K03585
gene_21416	K03584
gene_21417	K03583
gene_21418	K03582
gene_21419	K03581
gene_21420	K03580
gene_21421	K03579
gene_21422	K03578
gene_21423	K03577
gene_21424	K03576
gene_21425	K03575
gene_21426	K03574
gene_21427	K03573
gene_21428	K03572
gene_21429	K03571
gene_21430	K03570
gene_21431	K03569
gene_21432	K03568
gene_21433	K03567
gene_21434	K03566
gene_21435	K03565
gene_21436	K03564
gene_21437	K03563
gene_21438	K03562
gene_21439	K03561
gene_21440	K03560
gene_21441	K03559
gene_21442	K03558
gene_21443	K03557
gene_21444	K03556
gene_21445	K03555
gene_21446	K03554
gene_21447	K03553
gene_21448	K03552
gene_21449	K03551
gene_21450	K03550
gene_21451	K03549
gene_21452	K03548
gene_21453	K03547
gene_21454	K03546
gene_21455	K03545
gene_21456	K03544
gene_21457	K03543
gene_21458	K03542
gene_21459	K03541
gene_21460	K03540
gene_21461	K03539
gene_21462	K03538
gene_21463	K03537
gene_21464	K03536
gene_21465	K03535
gene_21466	K03534
gene_21467	K03533
gene_21468	K03532
gene_21469	K03531
gene_21470	K03530
gene_21471	K03529
gene_21472	K03528
gene_21473	K03527
gene_21474	K03526
gene_21475	K03525
gene_21476	K03524
gene_21477	K03523
gene_21478	K03522
gene_21479	K03521
gene_21480	K03520
gene_21481	K03519
gene_21482	K03518
gene_21483	K03517
gene_21484	K03516
gene_21485	K03515
gene_21486	K03514
gene_21487	K03513
gene_21488	K03512
gene_21489	K03511
gene_21490	K03510
gene_21491	K03509
gene_21492	K03508
gene_21493	K03507
gene_21494	K03506
gene_21495	K03505
gene_21496	K03504
gene_21497	K03503
gene_21498	K03502
gene_21499	K03501
gene_21500	K03500
gene_21501	K03499
gene_21502	K03498
gene_21503	K03497
gene_21504	K03496
gene_21505	K03495
gene_21506	K03494
gene_21507	K03493
gene_21508	K03492
gene_21509	K03491
gene_21510	K03490
gene_21511	K03489
gene_21512	K03488
gene_21513	K03487
gene_21514	K03486
gene_21515	K03485
gene_21516	K03484
gene_21517	K03483
gene_21518	K03482
gene_21519	K03481
gene_21520	K03480
gene_21521	K03479
gene_21522	K03478
gene_21523	K03477
gene_21524	K03476
gene_21525	K03475
gene_21526	K03474
gene_21527	K03473
gene_21528	K03472
gene_21529	K03471
gene_21530	K03470
gene_21531	K03469
gene_21532	K03468
gene_21533	K03466
gene_21534	K03465
gene_21535	K03464
gene_21536	K03463
gene_21537	K03462
gene_21538	K03460
gene_21539	K03459
gene_21540	K03458
gene_21541	K03457
gene_21542	K03456
gene_21543	K03455
gene_21544	K03454
gene_21545	K03453
gene_21546	K03452
gene_21547	K03451
gene_21548	K03449
gene_21549	K03448
gene_21550	K03447
gene_21551	K03446
gene_21552	K03445
gene_21553	K03444
gene_21554	K03443
gene_21555	K03442
gene_21556	K03441
gene_21557	K03440
gene_21558	K03439
gene_21559	K03438
gene_21560	K03437
gene_21561	K03436
gene_21562	K03435
gene_21563	K03434
gene_21564	K03433
gene_21565	K03432
gene_21566	K03431
gene_21567	K03430
gene_21568	K03429
gene_21569	K03428
gene_21570	K03427
gene_21571	K03426
gene_21572	K03425
gene_21573	K03424
gene_21574	K03423
gene_21575	K03422
gene_21576	K03421
gene_21577	K03420
gene_21578	K03419
gene_21579	K03418
gene_21580	K03417
gene_21581	K03416
gene_21582	K03415
gene_21583	K03414
gene_21584	K03413
gene_21585	K03412
gene_21586	K03411
gene_21587	K03410
gene_21588	K03409
gene_21589	K03408
gene_21590	K03407
gene_21591	K03406
gene_21592	K03405
gene_21593	K03404
gene_21594	K03403
gene_21595	K03402
gene_21596	K03400
gene_21597	K03399
gene_21598	K03397
gene_21599	K03396
gene_21600	K03395
gene_21601	K03394
gene_21602	K03393
gene_21603	K03392
gene_21604	K03391
gene_21605	K03390
gene_21606	K03389
gene_21607	K03388
gene_21608	K03387
gene_21609	K03386
gene_21610	K03385
gene_21611	K03383
gene_21612	K03382
gene_21613	K03381
gene_21614	K03380
gene_21615	K03379
gene_21616	K03378
gene_21617	K03377
gene_21618	K03376
gene_21619	K03375
gene_21620	K03374
gene_21621	K03373
gene_21622	K03372
gene_21623	K03371
gene_21624	K03370
gene_21625	K03369
gene_21626	K03368
gene_21627	K03367
gene_21628	K03366
gene_21629	K03365
gene_21630	K03364
gene_21631	K03363
gene_21632	K03362
gene_21633	K03361
gene_21634	K03360
gene_21635	K03359
gene_21636	K03358
gene_21637	K03357
gene_21638	K03356
gene_21639	K03355
gene_21640	K03354
gene_21641	K03353
gene_21642	K03352
gene_21643	K03351
gene_21644	K03350
gene_21645	K03349
gene_21646	K03348
gene_21647	K03347
gene_21648	K03346
gene_21649	K03345
gene_21650	K03344
gene_21651	K03343
gene_21652	K03342
gene_21653	K03341
gene_21654	K03340
gene_21655	K03339
gene_21656	K03338
gene_21657	K03337
gene_21658	K03336
gene_21659	K03335
gene_21660	K03334
gene_21661	K03333
gene_21662	K03332
gene_21663	K03331
gene_21664	K03330
gene_21665	K03329
gene_21666	K03328
gene_21667	K03327
gene_21668	K03326
gene_21669	K03325
gene_21670	K03324
gene_21671	K03323
gene_21672	K03322
gene_21673	K03321
gene_21674	K03320
gene_21675	K03319
gene_21676	K03318
gene_21677	K03317
gene_21678	K03316
gene_21679	K03315
gene_21680	K03314
gene_21681	K03313
gene_21682	K03312
gene_21683	K03311
gene_21684	K03310
gene_21685	K03309
gene_21686	K03308
gene_21687	K03307
gene_21688	K03306
gene_21689	K03305
gene_21690	K03304
gene_21691	K03303
gene_21692	K03301
gene_21693	K03300
gene_21694	K03299
gene_21695	K03298
gene_21696	K03297
gene_21697	K03296
gene_21698	K03294
gene_21699	K03293
gene_21700	K03292
gene_21701	K03291
gene_21702	K03290
gene_21703	K03289
gene_21704	K03288
gene_21705	K03287
gene_21706	K03286
gene_21707	K03285
gene_21708	K03284
gene_21709	K03283
gene_21710	K03282
gene_21711	K03281
gene_21712	K03280
gene_21713	K03279
gene_21714	K03278
gene_21715	K03277
gene_21716	K03276
gene_21717	K03275
gene_21718	K03274
gene_21719	K03273
gene_21720	K03272
gene_21721	K03271
gene_21722	K03270
gene_21723	K03269
gene_21724	K03268
gene_21725	K03267
gene_21726	K03265
gene_21727	K03264
gene_21728	K03263
gene_21729	K03262
gene_21730	K03261
gene_21731	K03260
gene_21732	K03259
gene_21733	K03258
gene_21734	K03257
gene_21735	K03256
gene_21736	K03255
gene_21737	K03254
gene_21738	K03253
gene_21739	K03252
gene_21740	K03251
gene_21741	K03250
gene_21742	K03249
gene_21743	K03248
gene_21744	K03247
gene_21745	K03246
gene_21746	K03245
gene_21747	K03243
gene_21748	K03242
gene_21749	K03241
gene_21750	K03240
gene_21751	K03239
gene_21752	K03238
gene_21753	K03237
gene_21754	K03236
gene_21755	K03235
gene_21756	K03234
gene_21757	K03233
gene_21758	K03232
gene_21759	K03231
gene_21760	K03230
gene_21761	K03229
gene_21762	K03228
gene_21763	K03227
gene_21764	K03226
gene_21765	K03225
gene_21766	K03224
gene_21767	K03223
gene_21768	K03222
gene_21769	K03221
gene_21770	K03220
gene_21771	K03219
gene_21772	K03218
gene_21773	K03217
gene_21774	K03216
gene_21775	K03215
gene_21776	K03214
gene_21777	K03213
gene_21778	K03212
gene_21779	K03211
gene_21780	K03210
gene_21781	K03209
gene_21782	K03208
gene_21783	K03207
gene_21784	K03206
gene_21785	K03205
gene_21786	K03204
gene_21787	K03203
gene_21788	K03202
gene_21789	K03201
gene_21790	K03200
gene_21791	K03199
gene_21792	K03198
gene_21793	K03197
gene_21794	K03196
gene_21795	K03195
gene_21796	K03194
gene_21797	K03193
gene_21798	K03192
gene_21799	K03191
gene_21800	K03190
gene_21801	K03189
gene_21802	K03188
gene_21803	K03187
gene_21804	K03186
gene_21805	K03185
gene_21806	K03184
gene_21807	K03183
gene_21808	K03182
gene_21809	K03181
gene_21810	K03179
gene_21811	K03178
gene_21812	K03177
gene_21813	K03176
gene_21814	K03175
gene_21815	K03174
gene_21816	K03173
gene_21817	K03172
gene_21818	K03171
gene_21819	K03170
gene_21820	K03169
gene_21821	K03168
gene_21822	K03167
gene_21823	K03166
gene_21824	K03165
gene_21825	K03164
gene_21826	K03163
gene_21827	K03162
gene_21828	K03161
gene_21829	K03160
gene_21830	K03159
gene_21831	K03158
gene_21832	K03157
gene_21833	K03156
gene_21834	K03155
gene_21835	K03154
gene_21836	K03153
gene_21837	K03152
gene_21838	K03151
gene_21839	K03150
gene_21840	K03149
gene_21841	K03148
gene_21842	K03147
gene_21843	K03146
gene_21844	K03145
gene_21845	K03144
gene_21846	K03143
gene_21847	K03142
gene_21848	K03141
gene_21849	K03140
gene_21850	K03139
gene_21851	K03138
gene_21852	K03137
gene_21853	K03136
gene_21854	K03135
gene_21855	K03134
gene_21856	K03133
gene_21857	K03132
gene_21858	K03131
gene_21859	K03130
gene_21860	K03129
gene_21861	K03128
gene_21862	K03127
gene_21863	K03126
gene_21864	K03125
gene_21865	K03124
gene_21866	K03123
gene_21867	K03122
gene_21868	K03121
gene_21869	K03120
gene_21870	K03119
gene_21871	K03118
gene_21872	K03117
gene_21873	K03116
gene_21874	K03115
gene_21875	K03114
gene_21876	K03113
gene_21877	K03112
gene_21878	K03111
gene_21879	K03110
gene_21880	K03109
gene_21881	K03108
gene_21882	K03107
gene_21883	K03106
gene_21884	K03105
gene_21885	K03104
gene_21886	K03103
gene_21887	K03102
gene_21888	K03101
gene_21889	K03100
gene_21890	K03099
gene_21891	K03098
gene_21892	K03097
gene_21893	K03096
gene_21894	K03095
gene_21895	K03094
gene_21896	K03093
gene_21897	K03092
gene_21898	K03091
gene_21899	K03090
gene_21900	K03089
gene_21901	K03088
gene_21902	K03087
gene_21903	K03086
gene_21904	K03085
gene_21905	K03084
gene_21906	K03083
gene_21907	K03079
gene_21908	K03078
gene_21909	K03077
gene_21910	K03076
gene_21911	K03075
gene_21912	K03074
gene_21913	K03073
gene_21914	K03072
gene_21915	K03071
gene_21916	K03070
gene_21917	K03069
gene_21918	K03068
gene_21919	K03066
gene_21920	K03065
gene_21921	K03064
gene_21922	K03063
gene_21923	K03062
gene_21924	K03061
gene_21925	K03060
gene_21926	K03059
gene_21927	K03058
gene_21928	K03057
gene_21929	K03056
gene_21930	K03055
gene_21931	K03054
gene_21932	K03053
gene_21933	K03052
gene_21934	K03051
gene_21935	K03050
gene_21936	K03049
gene_21937	K03048
gene_21938	K03047
gene_21939	K03046
gene_21940	K03045
gene_21941	K03044
gene_21942	K03043
gene_21943	K03042
gene_21944	K03041
gene_21945	K03040
gene_21946	K03039
gene_21947	K03038
gene_21948	K03037
gene_21949	K03036
gene_21950	K03035
gene_21951	K03034
gene_21952	K03033
gene_21953	K03032
gene_21954	K03031
gene_21955	K03030
gene_21956	K03029
gene_21957	K03028
gene_21958	K03027
gene_21959	K03026
gene_21960	K03025
gene_21961	K03024
gene_21962	K03023
gene_21963	K03022
gene_21964	K03021
gene_21965	K03020
gene_21966	K03019
gene_21967	K03018
gene_21968	K03017
gene_21969	K03016
gene_21970	K03015
gene_21971	K03014
gene_21972	K03013
gene_21973	K03012
gene_21974	K03011
gene_21975	K03010
gene_21976	K03009
gene_21977	K03008
gene_21978	K03007
gene_21979	K03006
gene_21980	K03005
gene_21981	K03004
gene_21982	K03003
gene_21983	K03002
gene_21984	K03001
gene_21985	K03000
gene_21986	K02999
gene_21987	K02998
gene_21988	K02997
gene_21989	K02996
gene_21990	K02995
gene_21991	K02994
gene_21992	K02993
gene_21993	K02992
gene_21994	K02991
gene_21995	K02990
gene_21996	K02989
gene_21997	K02988
gene_21998	K02987
gene_21999	K02986
gene_22000	K02985
gene_22001	K02984
gene_22002	K02983
gene_22003	K02982
gene_22004	K02981
gene_22005	K02980
gene_22006	K02979
gene_22007	K02978
gene_22008	K02977
gene_22009	K02976
gene_22010	K02975
gene_22011	K02974
gene_22012	K02973
gene_22013	K02972
gene_22014	K02971
gene_22015	K02970
gene_22016	K02969
gene_22017	K02968
gene_22018	K02967
gene_22019	K02966
gene_22020	K02965
gene_22021	K02964
gene_22022	K02963
gene_22023	K02962
gene_22024	K02961
gene_22025	K02960
gene_22026	K02959
gene_22027	K02958
gene_22028	K02957
gene_22029	K02956
gene_22030	K02955
gene_22031	K02954
gene_22032	K02953
gene_22033	K02952
gene_22034	K02951
gene_22035	K02950
gene_22036	K02949
gene_22037	K02948
gene_22038	K02947
gene_22039	K02946
gene_22040	K02945
gene_22041	K02944
gene_22042	K02943
gene_22043	K02942
gene_22044	K02941
gene_22045	K02940
gene_22046	K02939
gene_22047	K02938
gene_22048	K02937
gene_22049	K02936
gene_22050	K02935
gene_22051	K02934
gene_22052	K02933
gene_22053	K02932
gene_22054	K02931
gene_22055	K02930
gene_22056	K02929
gene_22057	K02928
gene_22058	K02927
gene_22059	K02926
gene_22060	K02925
gene_22061	K02924
gene_22062	K02923
gene_22063	K02922
gene_22064	K02921
gene_22065	K02920
gene_22066	K02919
gene_22067	K02918
gene_22068	K02917
gene_22069	K02916
gene_22070	K02915
gene_22071	K02914
gene_22072	K02913
gene_22073	K02912
gene_22074	K02911
gene_22075	K02910
gene_22076	K02909
gene_22077	K02908
gene_22078	K02907
gene_22079	K02906
gene_22080	K02905
gene_22081	K02904
gene_22082	K02903
gene_22083	K02902
gene_22084	K02901
gene_22085	K02900
gene_22086	K02899
gene_22087	K02898
gene_22088	K02897
gene_22089	K02896
gene_22090	K02895
gene_22091	K02894
gene_22092	K02893
gene_22093	K02892
gene_22094	K02891
gene_22095	K02890
gene_22096	K02889
gene_22097	K02888
gene_22098	K02887
gene_22099	K02886
gene_22100	K02885
gene_22101	K02884
gene_22102	K02883
gene_22103	K02882
gene_22104	K02881
gene_22105	K02880
gene_22106	K02879
gene_22107	K02878
gene_22108	K02877
gene_22109	K02876
gene_22110	K02875
gene_22111	K02874
gene_22112	K02873
gene_22113	K02872
gene_22114	K02871
gene_22115	K02870
gene_22116	K02869
gene_22117	K02868
gene_22118	K02867
gene_22119	K02866
gene_22120	K02865
gene_22121	K02864
gene_22122	K02863
gene_22123	K02862
gene_22124	K02861
gene_22125	K02860
gene_22126	K02859
gene_22127	K02858
gene_22128	K02857
gene_22129	K02856
gene_22130	K02855
gene_22131	K02854
gene_22132	K02853
gene_22133	K02852
gene_22134	K02851
gene_22135	K02850
gene_22136	K02849
gene_22137	K02848
gene_22138	K02847
gene_22139	K02846
gene_22140	K02844
gene_22141	K02843
gene_22142	K02842
gene_22143	K02841
gene_22144	K02840
gene_22145	K02839
gene_22146	K02838
gene_22147	K02837
gene_22148	K02836
gene_22149	K02835
gene_22150	K02834
gene_22151	K02833
gene_22152	K02832
gene_22153	K02831
gene_22154	K02830
gene_22155	K02829
gene_22156	K02828
gene_22157	K02827
gene_22158	K02826
gene_22159	K02825
gene_22160	K02824
gene_22161	K02823
gene_22162	K02822
gene_22163	K02821
gene_22164	K02819
gene_22165	K02815
gene_22166	K02814
gene_22167	K02813
gene_22168	K02812
gene_22169	K02810
gene_22170	K02806
gene_22171	K02805
gene_22172	K02804
gene_22173	K02803
gene_22174	K02800
gene_22175	K02798
gene_22176	K02796
gene_22177	K02795
gene_22178	K02794
gene_22179	K02793
gene_22180	K02791
gene_22181	K02788
gene_22182	K02786
gene_22183	K02784
gene_22184	K02783
gene_22185	K02782
gene_22186	K02781
gene_22187	K02779
gene_22188	K02778
gene_22189	K02777
gene_22190	K02775
gene_22191	K02774
gene_22192	K02773
gene_22193	K02771
gene_22194	K02770
gene_22195	K02769
gene_22196	K02768
gene_22197	K02765
gene_22198	K02761
gene_22199	K02760
gene_22200	K02759
gene_22201	K02757
gene_22202	K02755
gene_22203	K02753
gene_22204	K02750
gene_22205	K02747
gene_22206	K02746
gene_22207	K02745
gene_22208	K02744
gene_22209	K02742
gene_22210	K02741
gene_22211	K02740
gene_22212	K02739
gene_22213	K02738
gene_22214	K02737
gene_22215	K02736
gene_22216	K02735
gene_22217	K02734
gene_22218	K02733
gene_22219	K02732
gene_22220	K02731
gene_22221	K02730
gene_22222	K02729
gene_22223	K02728
gene_22224	K02727
gene_22225	K02726
gene_22226	K02725
gene_22227	K02724
gene_22228	K02723
gene_22229	K02722
gene_22230	K02721
gene_22231	K02720
gene_22232	K02719
gene_22233	K02718
gene_22234	K02717
gene_22235	K02716
gene_22236	K02715
gene_22237	K02714
gene_22238	K02713
gene_22239	K02712
gene_22240	K02711
gene_22241	K02710
gene_22242	K02709
gene_22243	K02708
gene_22244	K02707
gene_22245	K02706
gene_22246	K02705
gene_22247	K02704
gene_22248	K02703
gene_22249	K02702
gene_22250	K02701
gene_22251	K02700
gene_22252	K02699
gene_22253	K02698
gene_22254	K02697
gene_22255	K02696
gene_22256	K02695
gene_22257	K02694
gene_22258	K02693
gene_22259	K02692
gene_22260	K02691
gene_22261	K02690
gene_22262	K02689
gene_22263	K02688
gene_22264	K02687
gene_22265	K02686
gene_22266	K02685
gene_22267	K02684
gene_22268	K02683
gene_22269	K02682
gene_22270	K02681
gene_22271	K02680
gene_22272	K02679
gene_22273	K02678
gene_22274	K02677
gene_22275	K02676
gene_22276	K02675
gene_22277	K02674
gene_22278	K02673
gene_22279	K02672
gene_22280	K02671
gene_22281	K02670
gene_22282	K02669
gene_22283	K02668
gene_22284	K02667
gene_22285	K02666
gene_22286	K02665
gene_22287	K02664
gene_22288	K02663
gene_22289	K02662
gene_22290	K02661
gene_22291	K02660
gene_22292	K02659
gene_22293	K02658
gene_22294	K02657
gene_22295	K02656
gene_22296	K02655
gene_22297	K02654
gene_22298	K02653
gene_22299	K02652
gene_22300	K02651
gene_22301	K02650
gene_22302	K02649
gene_22303	K02647
gene_22304	K02646
gene_22305	K02643
gene_22306	K02642
gene_22307	K02641
gene_22308	K02640
gene_22309	K02639
gene_22310	K02638
gene_22311	K02637
gene_22312	K02636
gene_22313	K02635
gene_22314	K02634
gene_22315	K02633
gene_22316	K02632
gene_22317	K02631
gene_22318	K02630
gene_22319	K02629
gene_22320	K02628
gene_22321	K02627
gene_22322	K02626
gene_22323	K02625
gene_22324	K02624
gene_22325	K02623
gene_22326	K02622
gene_22327	K02621
gene_22328	K02620
gene_22329	K02619
gene_22330	K02618
gene_22331	K02617
gene_22332	K02616
gene_22333	K02615
gene_22334	K02614
gene_22335	K02613
gene_22336	K02612
gene_22337	K02611
gene_22338	K02610
gene_22339	K02609
gene_22340	K02608
gene_22341	K02607
gene_22342	K02606
gene_22343	K02605
gene_22344	K02604
gene_22345	K02603
gene_22346	K02602
gene_22347	K02601
gene_22348	K02600
gene_22349	K02599
gene_22350	K02598
gene_22351	K02597
gene_22352	K02596
gene_22353	K02595
gene_22354	K02594
gene_22355	K02593
gene_22356	K02592
gene_22357	K02591
gene_22358	K02590
gene_22359	K02589
gene_22360	K02588
gene_22361	K02587
gene_22362	K02586
gene_22363	K02585
gene_22364	K02584
gene_22365	K02583
gene_22366	K02582
gene_22367	K02581
gene_22368	K02580
gene_22369	K02579
gene_22370	K02578
gene_22371	K02577
gene_22372	K02576
gene_22373	K02575
gene_22374	K02574
gene_22375	K02573
gene_22376	K02572
gene_22377	K02571
gene_22378	K02570
gene_22379	K02569
gene_22380	K02568
gene_22381	K02567
gene_22382	K02566
gene_22383	K02565
gene_22384	K02564
gene_22385	K02563
gene_22386	K02562
gene_22387	K02561
gene_22388	K02560
gene_22389	K02558
gene_22390	K02557
gene_22391	K02556
gene_22392	K02555
gene_22393	K02554
gene_22394	K02553
gene_22395	K02552
gene_22396	K02551
gene_22397	K02550
gene_22398	K02549
gene_22399	K02548
gene_22400	K02547
gene_22401	K02546
gene_22402	K02545
gene_22403	K02544
gene_22404	K02543
gene_22405	K02542
gene_22406	K02541
gene_22407	K02540
gene_22408	K02539
gene_22409	K02538
gene_22410	K02537
gene_22411	K02536
gene_22412	K02535
gene_22413	K02533
gene_22414	K02532
gene_22415	K02531
gene_22416	K02530
gene_22417	K02529
gene_22418	K02528
gene_22419	K02527
gene_22420	K02526
gene_22421	K02525
gene_22422	K02524
gene_22423	K02523
gene_22424	K02521
gene_22425	K02520
gene_22426	K02519
gene_22427	K02518
gene_22428	K02517
gene_22429	K02516
gene_22430	K02515
gene_22431	K02514
gene_22432	K02513
gene_22433	K02512
gene_22434	K02511
gene_22435	K02510
gene_22436	K02509
gene_22437	K02508
gene_22438	K02507
gene_22439	K02506
gene_22440	K02505
gene_22441	K02504
gene_22442	K02503
gene_22443	K02502
gene_22444	K02501
gene_22445	K02500
gene_22446	K02499
gene_22447	K02498
gene_22448	K02497
gene_22449	K02496
gene_22450	K02495
gene_22451	K02494
gene_22452	K02493
gene_22453	K02492
gene_22454	K02491
gene_22455	K02490
gene_22456	K02489
gene_22457	K02488
gene_22458	K02486
gene_22459	K02485
gene_22460	K02484
gene_22461	K02483
gene_22462	K02482
gene_22463	K02481
gene_22464	K02480
gene_22465	K02479
gene_22466	K02478
gene_22467	K02477
gene_22468	K02476
gene_22469	K02475
gene_22470	K02474
gene_22471	K02473
gene_22472	K02472
gene_22473	K02471
gene_22474	K02470
gene_22475	K02469
gene_22476	K02468
gene_22477	K02467
gene_22478	K02466
gene_22479	K02465
gene_22480	K02464
gene_22481	K02463
gene_22482	K02462
gene_22483	K02461
gene_22484	K02460
gene_22485	K02459
gene_22486	K02458
gene_22487	K02457
gene_22488	K02456
gene_22489	K02455
gene_22490	K02454
gene_22491	K02453
gene_22492	K02452
gene_22493	K02451
gene_22494	K02450
gene_22495	K02449
gene_22496	K02448
gene_22497	K02447
gene_22498	K02446
gene_22499	K02445
gene_22500	K02444
gene_22501	K02443
gene_22502	K02442
gene_22503	K02441
gene_22504	K02440
gene_22505	K02439
gene_22506	K02438
gene_22507	K02437
gene_22508	K02436
gene_22509	K02435
gene_22510	K02434
gene_22511	K02433
gene_22512	K02432
gene_22513	K02431
gene_22514	K02430
gene_22515	K02429
gene_22516	K02428
gene_22517	K02427
gene_22518	K02426
gene_22519	K02425
gene_22520	K02424
gene_22521	K02423
gene_22522	K02422
gene_22523	K02421
gene_22524	K02420
gene_22525	K02419
gene_22526	K02418
gene_22527	K02417
gene_22528	K02416
gene_22529	K02415
gene_22530	K02414
gene_22531	K02413
gene_22532	K02412
gene_22533	K02411
gene_22534	K02410
gene_22535	K02409
gene_22536	K02408
gene_22537	K02407
gene_22538	K02406
gene_22539	K02405
gene_22540	K02404
gene_22541	K02403
gene_22542	K02402
gene_22543	K02401
gene_22544	K02400
gene_22545	K02399
gene_22546	K02398
gene_22547	K02397
gene_22548	K02396
gene_22549	K02395
gene_22550	K02394
gene_22551	K02393
gene_22552	K02392
gene_22553	K02391
gene_22554	K02390
gene_22555	K02389
gene_22556	K02388
gene_22557	K02387
gene_22558	K02386
gene_22559	K02385
gene_22560	K02384
gene_22561	K02383
gene_22562	K02382
gene_22563	K02381
gene_22564	K02380
gene_22565	K02379
gene_22566	K02377
gene_22567	K02376
gene_22568	K02375
gene_22569	K02374
gene_22570	K02373
gene_22571	K02372
gene_22572	K02371
gene_22573	K02370
gene_22574	K02369
gene_22575	K02368
gene_22576	K02367
gene_22577	K02366
gene_22578	K02365
gene_22579	K02364
gene_22580	K02363
gene_22581	K02362
gene_22582	K02361
gene_22583	K02360
gene_22584	K02359
gene_22585	K02358
gene_22586	K02357
gene_22587	K02356
gene_22588	K02355
gene_22589	K02354
gene_22590	K02353
gene_22591	K02352
gene_22592	K02351
gene_22593	K02350
gene_22594	K02349
gene_22595	K02348
gene_22596	K02347
gene_22597	K02346
