HighestModule	HigherModule	Module	KO
Biosynthesis of other secondary metabolites	Biosynthesis of phytochemical compounds	M00902 Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin (7)  (complete 7/7)	K21207
Biosynthesis of other secondary metabolites	Biosynthesis of phytochemical compounds	M00902 Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin (7)  (complete 7/7)	K21568
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00672 Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin (3)  (complete 3/3)	K04126
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00672 Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin (3)  (complete 3/3)	K10852
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00672 Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin (3)  (complete 3/3)	K12743
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00673 Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C (8)  (complete 8/8)	K04126
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00673 Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C (8)  (complete 8/8)	K04127
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00673 Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C (8)  (complete 8/8)	K04128
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00673 Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C (8)  (complete 8/8)	K12743
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00673 Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C (8)  (complete 8/8)	K12744
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00673 Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C (8)  (complete 8/8)	K12745
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00673 Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C (8)  (complete 8/8)	K18062
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00673 Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C (8)  (complete 8/8)	K18063
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00675 Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate (3)  (complete 3/3)	K18315
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00675 Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate (3)  (complete 3/3)	K18316
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00675 Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate (3)  (complete 3/3)	K18317
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00736 Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A (6)  (complete 4/4)	K05375
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00736 Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A (6)  (complete 4/4)	K19102
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00736 Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A (6)  (complete 4/4)	K19103
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00736 Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A (6)  (complete 4/4)	K19104
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00736 Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A (6)  (complete 4/4)	K19105
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00736 Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A (6)  (complete 4/4)	K19106
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00674 Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate (4)  (complete 4/4)	K12673
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00674 Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate (4)  (complete 4/4)	K12674
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00674 Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate (4)  (complete 4/4)	K12675
Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	M00674 Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate (4)  (complete 4/4)	K12676
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00877 Kanosamine biosynthesis glucose 6-phosphate => kanosamine (3)  (complete 3/3)	K18652
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00877 Kanosamine biosynthesis glucose 6-phosphate => kanosamine (3)  (complete 3/3)	K18653
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00877 Kanosamine biosynthesis glucose 6-phosphate => kanosamine (3)  (complete 3/3)	K18654
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00889 Puromycin biosynthesis, ATP => puromycin (9)  (complete 9/9)	K12628
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00889 Puromycin biosynthesis, ATP => puromycin (9)  (complete 9/9)	K12629
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00889 Puromycin biosynthesis, ATP => puromycin (9)  (complete 9/9)	K12630
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00889 Puromycin biosynthesis, ATP => puromycin (9)  (complete 9/9)	K12631
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00889 Puromycin biosynthesis, ATP => puromycin (9)  (complete 9/9)	K12632
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00889 Puromycin biosynthesis, ATP => puromycin (9)  (complete 9/9)	K12633
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00889 Puromycin biosynthesis, ATP => puromycin (9)  (complete 9/9)	K12634
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00889 Puromycin biosynthesis, ATP => puromycin (9)  (complete 9/9)	K12635
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00889 Puromycin biosynthesis, ATP => puromycin (9)  (complete 9/9)	K12636
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00815 Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A (9)  (complete 9/9)	K19969
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00815 Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A (9)  (complete 9/9)	K20431
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00815 Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A (9)  (complete 9/9)	K20432
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00815 Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A (9)  (complete 9/9)	K20433
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00815 Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A (9)  (complete 9/9)	K20434
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00815 Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A (9)  (complete 9/9)	K20435
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00815 Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A (9)  (complete 9/9)	K20436
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00815 Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A (9)  (complete 9/9)	K20437
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00815 Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A (9)  (complete 9/9)	K20438
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00904 Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C (3)  (complete 3/3)	K01957
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00904 Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C (3)  (complete 3/3)	K22113
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00904 Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C (3)  (complete 3/3)	K22114
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00785 Cycloserine biosynthesis, arginine/serine => cycloserine (6)  (complete 6/6)	K19723
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00785 Cycloserine biosynthesis, arginine/serine => cycloserine (6)  (complete 6/6)	K19724
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00785 Cycloserine biosynthesis, arginine/serine => cycloserine (6)  (complete 6/6)	K19725
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00785 Cycloserine biosynthesis, arginine/serine => cycloserine (6)  (complete 6/6)	K19726
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00785 Cycloserine biosynthesis, arginine/serine => cycloserine (6)  (complete 6/6)	K19727
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00785 Cycloserine biosynthesis, arginine/serine => cycloserine (6)  (complete 6/6)	K19741
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00787 Bacilysin biosynthesis, prephenate => bacilysin (6)  (complete 6/6)	K13037
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00787 Bacilysin biosynthesis, prephenate => bacilysin (6)  (complete 6/6)	K19546
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00787 Bacilysin biosynthesis, prephenate => bacilysin (6)  (complete 6/6)	K19547
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00787 Bacilysin biosynthesis, prephenate => bacilysin (6)  (complete 6/6)	K19548
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00787 Bacilysin biosynthesis, prephenate => bacilysin (6)  (complete 6/6)	K19549
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00787 Bacilysin biosynthesis, prephenate => bacilysin (6)  (complete 6/6)	K19550
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00848 Aurachin biosynthesis, anthranilate => aurachin A (11)  (complete 8/8)	K02078
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00848 Aurachin biosynthesis, anthranilate => aurachin A (11)  (complete 8/8)	K09460
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00848 Aurachin biosynthesis, anthranilate => aurachin A (11)  (complete 8/8)	K14245
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00848 Aurachin biosynthesis, anthranilate => aurachin A (11)  (complete 8/8)	K14246
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00848 Aurachin biosynthesis, anthranilate => aurachin A (11)  (complete 8/8)	K21271
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00848 Aurachin biosynthesis, anthranilate => aurachin A (11)  (complete 8/8)	K21272
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00848 Aurachin biosynthesis, anthranilate => aurachin A (11)  (complete 8/8)	K22798
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00848 Aurachin biosynthesis, anthranilate => aurachin A (11)  (complete 8/8)	K22799
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00848 Aurachin biosynthesis, anthranilate => aurachin A (11)  (complete 8/8)	K22800
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00848 Aurachin biosynthesis, anthranilate => aurachin A (11)  (complete 8/8)	K22801
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00848 Aurachin biosynthesis, anthranilate => aurachin A (11)  (complete 8/8)	K22802
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00788 Terpentecin biosynthesis, GGAP => terpentecin (2)  (complete 2/2)	K19834
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00788 Terpentecin biosynthesis, GGAP => terpentecin (2)  (complete 2/2)	K19835
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00819 Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone (7)  (complete 7/7)	K12250
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00819 Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone (7)  (complete 7/7)	K15907
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00819 Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone (7)  (complete 7/7)	K17476
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00819 Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone (7)  (complete 7/7)	K17747
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00819 Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone (7)  (complete 7/7)	K18056
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00819 Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone (7)  (complete 7/7)	K18057
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00819 Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone (7)  (complete 7/7)	K18091
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00903 Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin (6)  (complete 6/6)	K09459
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00903 Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin (6)  (complete 6/6)	K12901
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00903 Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin (6)  (complete 6/6)	K12902
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00903 Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin (6)  (complete 6/6)	K12903
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00903 Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin (6)  (complete 6/6)	K23999
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00903 Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin (6)  (complete 6/6)	K24000
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00890 Roseoflavin biosynthesis, FMN => roseoflavin (2)  (complete 2/2)	K22269
Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	M00890 Roseoflavin biosynthesis, FMN => roseoflavin (2)  (complete 2/2)	K22598
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00661 Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline (3)  (complete 3/3)	K18385
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00661 Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline (3)  (complete 3/3)	K18386
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00661 Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline (3)  (complete 3/3)	K18387
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00786 Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A (9)  (complete 9/9)	K14132
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00786 Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A (9)  (complete 9/9)	K14134
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00786 Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A (9)  (complete 9/9)	K17475
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00786 Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A (9)  (complete 9/9)	K17825
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00786 Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A (9)  (complete 9/9)	K17826
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00786 Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A (9)  (complete 9/9)	K17827
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00786 Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A (9)  (complete 9/9)	K18279
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00786 Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A (9)  (complete 9/9)	K18280
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00786 Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A (9)  (complete 9/9)	K18281
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K15316
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K17643
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K17644
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K17645
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K17646
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K17648
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K17649
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K17650
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K17651
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K17652
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K24438
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K24439
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K24440
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K24855
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K24856
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K24857
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00937 Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 (17)  (complete 14/14)	K24858
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00893 Lovastatin biosynthesis, malonyl-CoA => lovastatin acid (6)  (complete 6/6)	K20980
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00893 Lovastatin biosynthesis, malonyl-CoA => lovastatin acid (6)  (complete 6/6)	K20981
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00893 Lovastatin biosynthesis, malonyl-CoA => lovastatin acid (6)  (complete 6/6)	K20982
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00893 Lovastatin biosynthesis, malonyl-CoA => lovastatin acid (6)  (complete 6/6)	K20983
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00893 Lovastatin biosynthesis, malonyl-CoA => lovastatin acid (6)  (complete 6/6)	K20984
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00893 Lovastatin biosynthesis, malonyl-CoA => lovastatin acid (6)  (complete 6/6)	K20985
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00891 Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline (3)  (complete 3/3)	K21477
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00891 Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline (3)  (complete 3/3)	K23646
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00891 Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline (3)  (complete 3/3)	K23647
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00901 Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline (4)  (complete 4/4)	K23665
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00901 Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline (4)  (complete 4/4)	K23666
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00901 Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline (4)  (complete 4/4)	K23667
Biosynthesis of other secondary metabolites	Biosynthesis of other fungal compounds	M00901 Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline (4)  (complete 4/4)	K23668
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00814 Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose (8)  (complete 8/8)	K19969
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00814 Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose (8)  (complete 8/8)	K19974
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00814 Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose (8)  (complete 8/8)	K19979
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00814 Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose (8)  (complete 8/8)	K20424
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00814 Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose (8)  (complete 8/8)	K20425
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00814 Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose (8)  (complete 8/8)	K20426
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00814 Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose (8)  (complete 8/8)	K20427
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00814 Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose (8)  (complete 8/8)	K20430
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00789 Rebeccamycin biosynthesis, tryptophan => rebeccamycin (7)  (complete 6/6)	K14266
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00789 Rebeccamycin biosynthesis, tryptophan => rebeccamycin (7)  (complete 6/6)	K19884
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00789 Rebeccamycin biosynthesis, tryptophan => rebeccamycin (7)  (complete 6/6)	K19885
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00789 Rebeccamycin biosynthesis, tryptophan => rebeccamycin (7)  (complete 6/6)	K19886
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00789 Rebeccamycin biosynthesis, tryptophan => rebeccamycin (7)  (complete 6/6)	K19887
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00789 Rebeccamycin biosynthesis, tryptophan => rebeccamycin (7)  (complete 6/6)	K19888
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00789 Rebeccamycin biosynthesis, tryptophan => rebeccamycin (7)  (complete 6/6)	K19889
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00790 Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin (4)  (complete 4/4)	K14257
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00790 Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin (4)  (complete 4/4)	K14266
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00790 Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin (4)  (complete 4/4)	K19981
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00790 Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin (4)  (complete 4/4)	K19982
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00805 Staurosporine biosynthesis, tryptophan => staurosporine (8)  (complete 7/7)	K20075
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00805 Staurosporine biosynthesis, tryptophan => staurosporine (8)  (complete 7/7)	K20076
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00805 Staurosporine biosynthesis, tryptophan => staurosporine (8)  (complete 7/7)	K20077
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00805 Staurosporine biosynthesis, tryptophan => staurosporine (8)  (complete 7/7)	K20078
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00805 Staurosporine biosynthesis, tryptophan => staurosporine (8)  (complete 7/7)	K20079
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00805 Staurosporine biosynthesis, tryptophan => staurosporine (8)  (complete 7/7)	K20080
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00805 Staurosporine biosynthesis, tryptophan => staurosporine (8)  (complete 7/7)	K20081
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00805 Staurosporine biosynthesis, tryptophan => staurosporine (8)  (complete 7/7)	K20082
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00808 Violacein biosynthesis, tryptophan => violacein (5)  (complete 4/4)	K20086
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00808 Violacein biosynthesis, tryptophan => violacein (5)  (complete 4/4)	K20087
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00808 Violacein biosynthesis, tryptophan => violacein (5)  (complete 4/4)	K20088
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00808 Violacein biosynthesis, tryptophan => violacein (5)  (complete 4/4)	K20089
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00808 Violacein biosynthesis, tryptophan => violacein (5)  (complete 4/4)	K20090
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00835 Pyocyanine biosynthesis, chorismate => pyocyanine (7)  (complete 7/7)	K06998
Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	M00835 Pyocyanine biosynthesis, chorismate => pyocyanine (7)  (complete 7/7)	K13063
